0.000000	0.000000
0.004115	0.000000
0.004115	0.000000
0.006173	0.002376
0.006173	0.002376
0.008230	0.000000
0.008230	0.000000
0.012346	0.000000
0.012346	0.000000
0.014403	0.002376
0.014403	0.002376
0.014060	0.004752
0.014060	0.004752
0.016461	0.004752
0.016461	0.004752
0.018519	0.007128
0.018519	0.007128
0.020576	0.004752
0.020576	0.004752
0.022977	0.004752
0.022977	0.004752
0.022634	0.002376
0.022634	0.002376
0.024691	0.000000
0.024691	0.000000
0.028807	0.000000
0.028807	0.000000
0.030864	0.002376
0.030864	0.002376
0.032922	0.000000
0.032922	0.000000
0.037037	0.000000
0.037037	0.000000
0.039095	0.002376
0.039095	0.002376
0.038752	0.004752
0.038752	0.004752
0.041152	0.004752
0.041152	0.004752
0.043210	0.007128
0.043210	0.007128
0.042867	0.009504
0.042867	0.009504
0.041324	0.010494
0.041324	0.010494
0.042524	0.011880
0.042524	0.011880
0.042181	0.014256
0.042181	0.014256
0.044582	0.014256
0.044582	0.014256
0.045782	0.015642
0.045782	0.015642
0.046982	0.014256
0.046982	0.014256
0.049383	0.014256
0.049383	0.014256
0.051440	0.016631
0.051440	0.016631
0.051097	0.019007
0.051097	0.019007
0.053498	0.019007
0.053498	0.019007
0.055556	0.021383
0.055556	0.021383
0.057613	0.019007
0.057613	0.019007
0.060014	0.019007
0.060014	0.019007
0.059671	0.016631
0.059671	0.016631
0.061728	0.014256
0.061728	0.014256
0.064129	0.014256
0.064129	0.014256
0.065329	0.015642
0.065329	0.015642
0.066529	0.014256
0.066529	0.014256
0.068930	0.014256
0.068930	0.014256
0.068587	0.011880
0.068587	0.011880
0.069787	0.010494
0.069787	0.010494
0.068244	0.009504
0.068244	0.009504
0.067901	0.007128
0.067901	0.007128
0.069959	0.004752
0.069959	0.004752
0.072359	0.004752
0.072359	0.004752
0.072016	0.002376
0.072016	0.002376
0.074074	0.000000
0.074074	0.000000
0.078189	0.000000
0.078189	0.000000
0.080247	0.002376
0.080247	0.002376
0.082305	0.000000
0.082305	0.000000
0.086420	0.000000
0.086420	0.000000
0.088477	0.002376
0.088477	0.002376
0.088134	0.004752
0.088134	0.004752
0.090535	0.004752
0.090535	0.004752
0.092593	0.007128
0.092593	0.007128
0.094650	0.004752
0.094650	0.004752
0.097051	0.004752
0.097051	0.004752
0.096708	0.002376
0.096708	0.002376
0.098765	0.000000
0.098765	0.000000
0.102881	0.000000
0.102881	0.000000
0.104938	0.002376
0.104938	0.002376
0.106996	0.000000
0.106996	0.000000
0.111111	0.000000
0.111111	0.000000
0.113169	0.002376
0.113169	0.002376
0.112826	0.004752
0.112826	0.004752
0.115226	0.004752
0.115226	0.004752
0.117284	0.007128
0.117284	0.007128
0.116941	0.009504
0.116941	0.009504
0.115398	0.010494
0.115398	0.010494
0.116598	0.011880
0.116598	0.011880
0.116255	0.014256
0.116255	0.014256
0.118656	0.014256
0.118656	0.014256
0.119856	0.015642
0.119856	0.015642
0.121056	0.014256
0.121056	0.014256
0.123457	0.014256
0.123457	0.014256
0.125514	0.016631
0.125514	0.016631
0.125171	0.019007
0.125171	0.019007
0.127572	0.019007
0.127572	0.019007
0.129630	0.021383
0.129630	0.021383
0.129287	0.023759
0.129287	0.023759
0.127743	0.024749
0.127743	0.024749
0.128944	0.026135
0.128944	0.026135
0.128601	0.028511
0.128601	0.028511
0.127058	0.029501
0.127058	0.029501
0.125714	0.029105
0.125714	0.029105
0.125514	0.030491
0.125514	0.030491
0.123971	0.031481
0.123971	0.031481
0.125171	0.032867
0.125171	0.032867
0.124971	0.034253
0.124971	0.034253
0.126372	0.034253
0.126372	0.034253
0.127572	0.035639
0.127572	0.035639
0.127229	0.038015
