0.000000	0.000000
1.000000	0.000000
1.000000	1.000000
0.000000	1.000000
0.000000	0.000000

0.000000	0.000000
0.995004	-0.099833
1.094838	0.895171
0.099833	0.995004
0.000000	0.000000

0.000000	0.000000
0.980067	-0.198669
1.178736	0.781397
0.198669	0.980067
0.000000	0.000000

0.000000	0.000000
0.955336	-0.295520
1.250857	0.659816
0.295520	0.955336
0.000000	0.000000

0.000000	0.000000
0.921061	-0.389418
1.310479	0.531643
0.389418	0.921061
0.000000	0.000000

0.000000	0.000000
0.877583	-0.479426
1.357008	0.398157
0.479426	0.877583
0.000000	0.000000

0.000000	0.000000
0.825336	-0.564642
1.389978	0.260693
0.564642	0.825336
0.000000	0.000000

0.000000	0.000000
0.764842	-0.644218
1.409060	0.120625
0.644218	0.764842
0.000000	0.000000

0.000000	0.000000
0.696707	-0.717356
1.414063	-0.020649
0.717356	0.696707
0.000000	0.000000

0.000000	0.000000
0.621610	-0.783327
1.404937	-0.161717
0.783327	0.621610
0.000000	0.000000

0.000000	0.000000
0.540302	-0.841471
1.381773	-0.301169
0.841471	0.540302
0.000000	0.000000

